Age of the injured,Str Code,Accident Description,Road speed limit,Pedestrian action,Number of Lanes,Gender_F,Gender_M,Week_Fifth week,Week_First week,Week_Fourth week,Week_Second week,Week_Third week,Date_time,Reasons__??? ????? ?????? ?????? ???? ????? ??? ???? ???????,Reasons__???? ?? ??????? (???),Reasons__Bypassing the red traffic light,Reasons__Driving back without attention,Reasons__Driving back without traffic clearance,Reasons__Driving in the opposite direction,Reasons__Entering main road without traffic clearance,Reasons__Exceeding speed limit,Reasons__Fatigue and drowsiness,Reasons__Faults in the road,Reasons__Ignoring road lane,Reasons__Ignoring traffic lights,Reasons__Lack of driving awareness,Reasons__Misuse of traffic,Reasons__Negligence and inobservance,Reasons__Negligent driving,Reasons__Not giving priority to pedestrian crossing,Reasons__Not giving way / not giving priority,Reasons__Not leaving enough space,Reasons__Not observing the stop sign,Reasons__Not securing vehicle stability while stopping,Reasons__Speedy without taking road conditions into account,Reasons__Sudden deviation,Reasons__Sudden stop,Reasons__Tyre burst,Reasons__under influence of intoxicant or narcotic drug,__Al Madina Police Station,__Khaldiya Police Station,__Shaabiya Police Station,Streetname_Intersection,Streetname_Street,place__Bridge / Tunnel,place__Coastal area,place__Commercial area,place__Fuel Station,place__Govt. authority,place__Hospital,place__Island,place__Mosque,place__One level intersection,place__Other,place__Park,place__Residential area,place__Sand area,place__School,place__Work area,place__external road,place__unknown,location__ ,location__Bridge,location__Bridge /  Tunnel,location__Car parking,location__Double road,location__Highway,location__Intersection,location__Off the road,location__Other(specify),location__Roundabout,location__Side parking,location__Single road,location__Tunnel,location__Two-way road,location__Unknown,lighting__day,lighting__night - enough lights,lighting__night - weak lights,intersection__Deviated intersection,intersection__Half Perpendicular Intersection,intersection__Multiple leg Intersection,intersection__Not on Intersection,intersection__Not on or around 20 meters,intersection__Other,intersection__Perpendicular Intersection,intersection__Roundabout,intersection__Turn ,accidentype__Collision while turning,accidentype__Fall,accidentype__Hitting a moving object off the road,accidentype__Hitting a moving object on the road,accidentype__Hitting a stationary object off the road,accidentype__Hitting a stationary object on the road,accidentype__Multiple collision,accidentype__Other (specify),accidentype__Perpendicular collision,accidentype__Person run over,accidentype__Rear collision,accidentype__Reciprocal collision,accidentype__Side collision,accidentype__deterioration,seat belt_N,seat belt_Y,seat_Back passenger seat,seat_Driver's seat,seat_Front passenger seat,seat_No passenger,seat_bike passenger,position_Driver,position_Passenger,position_Pedestrian,nationality_Arab States,nationality_Asian States,nationality_GCC,nationality_Other,nationality_UAE
-0.38859410389130306,0.6053514962882024,"3813.                   After detection and inspecting the accident site, the following accident chart became clear: -While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle, according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.12255942464560447,0.6053514962882024,"3814.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle, according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0.40950993384579265,0.6053514962882024,"3815.                   After detection and inspecting the accident site, the following accident chart became clear: -While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle, according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.17576636049474417,0.6053514962882024,"3816.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle, according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.6546287831370016,0.6053514962882024,"3817.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.33538716804216334,0.6053514962882024,"3818.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0.24988912629837354,0.6053514962882024,"3819.                   After detection and inspecting the accident site, the following accident chart became clear: -While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.33538716804216334,0.6053514962882024,"3820.                   After detection and inspecting the accident site, the following accident chart became clear: -While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.44180103974044277,0.6053514962882024,"3821.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.09026831875095438,0.6053514962882024,"3822.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.40950993384579265,0.6053514962882024,"3823.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
0.5159238055440721,0.6053514962882024,"3824.                   After detection and inspecting the accident site, the following accident chart became clear: - While all the vehicles that are involved in the accident were coming from the east to the west moving in the far-right lane and upon their arrival over the Al-Saada Bridge, the fourth damaged vehicle was surprised by stalled vehicle on the road and he lowered its speed, and the first, second and third damaged vehicles stopped in the far-right lane and due to the speed without taking into account circumstances and not slowing down upon arrival near the bridge, then the front of his vehicle collided from the left side with the rear of the first damaged vehicle, and as a result of the collision, it rushed and collided with the rear of the second damaged vehicle, and the second damaged vehicle rushed and collided with the third damaged vehicle and the third damaged vehicle ran into the fourth damaged vehicle according to the chart, the accident occurred.",2.2427620534705888,-0.4015453331379524,1.6339099169366647,0,1,0,1,0,0,0,-1.5388175961589357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
